actorid,name,date_of_birth,birth_city,birth_country,height_inches,biography,gender,ethnicity,networth
1602,Robert Wagner,1930-02-10,Detroit,USA,61,"Robert John Wagner Jr. was born on February 10, 1930 in Detroit, Michigan, to Thelma Hazel Alvera (Boe), a telephone operator, and Robert John Wagner Sr., a traveling salesman. His paternal grandparents were German and his maternal grandparents were Norwegian. His family moved to Los Angeles when he was seven. Always wanting to be an actor, he ...",,,20000000
109,Robert Wuhl,1951-10-09,Union Township,USA,61,"Robert Wuhl was born on October 9, 1951 in Union Township, New Jersey, USA. He is an actor and writer, known for Batman (1989), Arli$$ (1996) and Bull Durham (1988). He has been married to Barbara Koldys Capelli since May 1983.",Male,White,8000000
615,Roberta Maxwell,1941-06-17,Toronto,Canada,,"Roberta Maxwell was born on June 17, 1941 in Toronto, Ontario, Canada as Roberta Farnham Maxwell. She is an actress, known for The Postman (1997), Popeye (1980) and Brokeback Mountain (2005).",Female,White,
185,Roberts Blossom,1924-03-25,New Haven,USA,73,"Roberts Blossom was a marvelously quirky, talented, and versatile character actor who was especially adept at portraying cantankerous old oddballs. Born in 1924 in New Haven, Connecticutt, Blossom graduated from the prestigious Asheville School in 1941 and attended Harvard. Roberts initially planned on being a therapist, but eventually changed his...",Female,White,
2313,Robin Atkin Downes,1976-09-06,London,UK,74,"Robin Atkin Downes is a seasoned performer with an extensive and distinguished career as an Actor in the film and Television industry. He recently portrayed The Master on Guillermo Del Toro's cult hit ""The Strain,"" which ran for four seasons on FX. Other camera credits include series regular, recurring and guest starring roles on many top network ...",Male,,
800,Robin Bartlett,1951-04-22,New York City,USA,,"Robin Bartlett was born April 22, 1951 in New York City, New York. She made her film debut in Heaven's Gate (1980), though her breakthrough role was on television, when she played Debbie Buchman, the lesbian sister of Paul Reiser's character Paul Buchman, on the popular sitcom Mad About You (1992). She was nominated for a Screen Actors Guild Award...",,,
511,Robin Givens,1964-11-27,New York City,USA,65,"Robin Simone Givens was born on November 27, 1964 in New York City, to Ruth (Newby) and Reuben Givens. Her father left his family when Robin was a young girl, and she seldom saw him after that. Robin's mother raised her and her younger sister in Westchester, Connecticut. Her mother (once linked to Yankee outfielder Dave Winfield) always encouraged...",Female,African American,1000000
53,Robin Williams,1951-07-21,Chicago,USA,67,"Robin McLaurin Williams was born on Saturday, July 21st, 1951, in Chicago, Illinois, a great-great-grandson of Mississippi Governor and Senator, Anselm J. McLaurin. His mother, Laurie McLaurin (n�e Janin), was a former model from Mississippi, and his father, Robert Fitzgerald Williams, was a Ford Motor Company executive from Indiana. Williams had ...",Male,White,50000000
1875,Robinne Lee,1974-07-16,Mount Vernon,USA,64,"Robinne Lee (born July 16, 1974) is an American actress and author. She made her screen debut in the 1997 independent film Hav Plenty, and later has appeared in films National Security (2003), Deliver Us from Eva (2003), Hitch (2005), Seven Pounds (2008), Fifty Shades Darker (2017), and Fifty Shades Freed (2018). Lee was born in Mount Vernon, New ...",,,
497,Rochelle Oliver,1937-04-15,New York City,USA,64,"Rochelle Oliver was born on April 15, 1937 in New York City, New York, USA as Rochelle Olshever. She is an actress, known for Scent of a Woman (1992), Law Order (1990) and 1918 (1985). She was previously married to Fritz Weaver and James Patterson.",Female,White,
859,Rocky Carroll,1963-07-08,Cincinnati,USA,61,"A classically-trained actor with a deeply-rooted seed in theatre, Rocky Carroll has solidified his career in cinema, stage and television with varied and impressive performances. Born in Cincinnati, Ohio, as Roscoe Carroll, he attended the prestigious School for Creative and Performing Arts, graduating in 1981 at age 18. Pursuing an interest to ...",,,
1077,Rod McLachlan,1960-09-09,Detroit,USA,,"Rod McLachlan was born on September 9, 1960 in Detroit, Michigan, USA. He is an actor and writer, known for Magnolia (1999), Superhero Movie (2008) and Instinct (1999).",,,
742,Rod Steiger,1925-04-14,Westhampton,USA,61,"Rodney Stephen Steiger was born in Westhampton, New York, to Augusta Amelia (Driver) and Frederick Jacob Steiger, both vaudevillians. He was of German and Austrian ancestry. After his parents' divorce, Steiger was raised by his mother in Newark, New Jersey. He dropped out of Westside High school at age 16 and joined the Navy. He saw action in the ...",,,8000000
233,Rodney A. Grant,1959-03-09,Nebraska,USA,72,"Native American actor, Rodney Arnold Grant was born the 9th of March, 1959. After his biological parents abandoned him, his grandparents raised him from 6 months of age, up until 1982. Rodney has five adult children: three daughters from his ex-wife, all of which were raised by their mother, and two sons from previous relationships. He is now ...",Male,Native American,
2348,Rodrigo Santoro,1975-08-22,Petr�polis,Brazil,74,"One of Brazil's most famous actors, Rodrigo Junqueira dos Reis Santoro was born in Petr�polis, Rio de Janeiro, Brazil, to Maria Jos� Junqueira dos Reis, an artist, and Francesco Santoro, an engineer. His father is Italian, while his mother, who is Brazilian, has Portuguese ancestry. Santoro is known for his performance in Warner Bros. 300, based on...",Male,,10000000
1092,Roger Bart,1962-09-29,Norwalk,USA,61,"Roger Bart was born on September 29, 1962 in Norwalk, Connecticut, USA. He is an actor, known for The Producers (2005) and American Gangster (2007).",,,3000000
386,Roger Bowen,1932-05-25,Attleboro,USA,76,"Mr. Bowen was a comedic actor and novelist, best known for his portrayal of Colonel Henry Blake in the film version of MASH (1970). He often portrayed roles as a stuffy defender of the upper class and had regular roles on a number of television series. His acting career aside, Mr. Bowen always considered himself a writer who only moonlighted as an...",Male,White,
2364,Roger Clark,1981-07-14,Belleville,USA,73,"Roger Clark was born in New Jersey, raised in Ireland and trained in the U.K. He attended University of Glamorgan in Cardiff, Wales and achieved a BA in Theatre, Media and Drama. His professional acting debut was in 2000 with the Wales Actor's company and their production of 'Juno and the Paycock'. Most of his resume lies in theatre, voice over, ...",Male,,
1274,Roger Frost,1948-06-09,Hackney,UK,,"Roger Frost was born on June 9, 1948 in Hackney, London, England as Roger J. Frost. He is an actor, known for The Wolfman (2010), The Bourne Identity (2002) and Time Bandits (1981). He has been married to Pam Ferris since 1986.",,,
2058,Roger Guenveur Smith,1955-07-27,Berkeley,USA,74,"Roger Guenveur Smith is an internationally acclaimed actor, writer, and director who has created a prolific body of work on stage and screen. He adapted his Obie Award-winning solo performance of A Huey P. Newton Story into a Peabody Award-winning telefilm, directed by his longtime colleague Spike Lee, with whom he continues to collaborate in a ...",,,1000000
898,Roger Jackson,1958-07-13,Atlanta,USA,67,"Roger is a theater-trained actor who specializes in characters, vocal sound effects, dialects, and impressions. He is best known for his work as Ghostface in Wes Craven's Scream films, Mojo Jojo in The Powerpuff Girls, and the original Mr. Mucus for Mucinex. Roger has voiced roles in many films, television shows, and video games, such as Groucho ...",Male,White,
768,Roma Maffia,1958-05-31,Manhattan,USA,61,"From a hit television drama to a medley of feature films, Roma Maffia graces the entertainment mediums with her trademark sophistication and charismatic appeal. Roma portrays the smart, no-nonsense anesthesiologist, 'Dr. Liz Cruz,' on the hit FX drama, ""Nip/Tuck."" 'Liz' has earned the respect of her physician colleagues, plastic surgeons Dr. Sean ...",,,1500000
2172,Ron Dean,1938-08-15,Chicago,USA,69,"Ron Dean is a character actor with over thirty years of film and television roles to his credit. This multi-talented actor, with a ""tough guy"" demeanor, has masterfully played nasty villains to hard, authoritative individuals (often as cops and military officials). Ron Dean has played in several notable films with many of Hollywood's biggest names...",,,1500000
1197,Ron Eldard,1965-02-20,Long Island,USA,61,"Former golden gloves boxer Ron Eldard has found success on stage, television and in feature films. Fans of the NBC medical drama ER (1994) will remember Eldard for playing a paramedic and love interest for nurse Julianna Margulies on the show's second season. The New York native graduated from the city's prestigious High School of the Performing ...",,,
2464,Ron Livingston,1967-06-05,Cedar Rapids,USA,61,"Ronald Joseph Livingston was born on June 5, 1967 in Cedar Rapids, Iowa, to Linda (Rinas), a Lutheran pastor, and Kurt Livingston, an aerospace engineer. He has three siblings, Nick, John Livingston, also an actor, and Jennifer Livingston, a TV news personality at CBS/WKBT in La Crosse, Wisconsin. He is of German, and smaller amounts of Welsh, ...",Male,,5000000
2327,Ron Perlman,1950-04-13,New York City,USA,73,"Ron Perlman is a classically-trained actor who has appeared in countless stage plays, feature films and television productions. Ronald N. Perlman was born April 13, 1950 in Washington Heights, Manhattan, New York. His mother, Dorothy (Rosen), is retired from the City Clerk's Office. His father, Bertram ""Bert"" Perlman, now deceased, was a repairman ...",Male,,8000000
2273,Rongguang Yu,1958-0-0,Beijing,China,61,"Born on August 30, 1958 in Beijing, China, Yu Rongguang, also known as Ringo Yu, is a Chinese actor and martial artist who started his career in Hong Kong. He is an actor and director, known for The Karate Kid (2010), Iron Monkey (1993) and Shanghai Noon (2000). He is best known for the title role in Iron Monkey along with Donnie Yen as well as ...",,,
292,Ronny Cox,1938-07-23,Cloudcroft,USA,74,"Ronny Cox is a superbly talented actor, singer-songwriter and musician who has been consistently active in Hollywood for over 40 years portraying a diverse range of characters. Born in Cloudcroft, New Mexico, Cox received positive reviews in his first film role for his portrayal of ill-fated businessman Drew Ballinger in the terrifying backwoods ...",Female,,5000000
1617,Rory Culkin,1989-07-21,New York City,USA,66,"Rory Culkin was born in New York City, New York. He is the youngest son of Kit Culkin, a former stage and child actor, and Patricia Brentrup. He is the brother of Shane Culkin, Dakota Culkin, Macaulay Culkin, Kieran Culkin, Quinn Culkin, and Christian Culkin. His mother, who is from North Dakota, is of German and Norwegian descent. His father, from...",,,1500000
2446,Rory Kinnear,1976-02-17,Hatfield,UK,72,"Rory Michael Kinnear is an English actor and playwright who has worked with the Royal Shakespeare Company and the Royal National Theatre. In 2014, he won the Olivier Award for Best Actor for his portrayal of Shakespeare's villain Iago in the National Theatre production of Othello. He is known for playing Bill Tanner in the James Bond films Quantum ...",,,
1658,Rosamund Pike,1979-01-27,Hammersmith,UK,68,"Born on January 27, 1979 in London, England, actress Rosamund Mary Elizabeth Pike is the only child of a classical violinist mother, Caroline (Friend), and an opera singer father, Julian Pike. Due to her parents' work, she spent her early childhood traveling around Europe. Pike attended Badminton School in Bristol, England and began acting at the ...",,,6000000
